Key,Value
Hivebearer Entry,"사체를 먹는 말벌 군체가 살 수 있도록 살점이 진화한 끔찍한 크리처다. 지금까지 본 가장 악몽 같은 공생 사례 중 하나다...

모닥불로 쫓아낼 수 있지만 며칠 동안 불을 살려 둘 준비를 해야 한다. 이들은 대단히 끈질기다.

솔직히 심연에 이런 공포가 산다는 것을 알았다면 내려오기 시작하지 않았을지도 모른다... 하지만 이제 되돌아가기에는 너무 멀리 왔다."
Dolphin Entry,"이 민물 고래류는 수면에서 최대 9미터 높이까지 뛰어오를 수 있다.

실제로는 포식성 조류에게 몸을 부딪쳐 바위처럼 단단한 얼굴 갑옷으로 상처를 입히려는 행동이다.

새가 호수의 물고기를 사냥하지 못하게 해 {dolphin_name}이(가) 독차지한다."
Tapamir Entry,"{tapamir_name}들은 심연에서 불과 수백 미터 아래, 포식자가 거의 없는 곳에 사는 작고 온순한 크리처다.

대개 꽃밭을 돌아다니며 식물을 수분시키고 굴에 꽃꿀을 저장한다.

길들이면 인간에게 기꺼이 꿀을 나눠 준다. {tapamir_name} 몇 마리와 이곳에서 조용히 사는 모습을 상상하기 쉽다. 하지만 정착하러 온 것은 아니지 않은가?"
Protector Entry,"이 기괴한 크리처는 울퉁불퉁한 절벽을 자주 뒤덮는 안개를 꿰뚫어 보는 섬뜩한 능력이 있다.

이미 위험한 지형을 지나는 일도 고된데, 대단히 폭력적이고 영역 본능이 강한 야수가 모든 것을 보고 있다고 생각하면 더욱 긴장된다...

반대로 맑은 날씨는 몹시 싫어한다. 알을 훔치는 포식자에게 둥지가 가장 잘 드러나는 때이기 때문이다."
Armor DL4 Entry,"이 거인이 죽으면 온몸이 골화되어 일종의 조각상으로 남는다. 죽기 전에 모이는 경향도 있어 뼈 형상이 수십 개 늘어선 '묘지'와 마주치기도 한다.

그 자체로도 무섭지만 진정한 공포는 전신 골화를 되돌릴 수 있는 돌연변이가 생긴 개체다. 골화 상태에서도 완전히 깨어 있으며 죽은 개체 사이에 숨어 언제든 공격할 수 있다..."
Chompillar Entry,"탐욕스러운 이 유충의 배에서 나는 희미한 빛은 극도로 강력한 소화 기관에서 나온다. 거의 모든 것을 순수한 힘과 회복력으로 대사할 수 있는 듯하다. 이론상 {chompillar_name}의 잠재력은 구할 수 있는 먹이의 양으로만 제한되어 사실상 무한하다.

또 다른 종을 향해 미친 듯이 팔을 흔드는 모습이 자주 보인다. 인사처럼 보일 수 있지만 관찰 결과 실제로는 위협적으로 보이려는 행동이다."
Detritus Sweeper Entry,"몸집은 크지만 평화로운 수륙 양생 야수로 직접 사냥하는 대신 다른 크리처의 충돌 뒤 남은 찌꺼기를 먹는다.

눈이 따로 없고 머리 전체에 분포한 광수용체로 주변을 인지한다. 효율적이지만 감각에는 다소 제한이 있다. 쉬운 먹잇감일 줄 알았는데 놀랍게도 포식자 대부분이 피한다... 맛 때문일까?"
Ourobors Eel Entry,"거대한 {ouroboros_eel_name}은(는) 생명 없는 심연의 해구에 홀로 서서 자신의 꼬리를 끝없이 먹으며 살아간다...

정말 이해할 수 없는 생명체다. 존재를 설명할 유일한 이론은 자기 조직을 소화해 얻는 에너지가 재생에 필요한 양보다 많다는 것이다. 희귀한 돌연변이일까?...

하지만 완전히 미친 소리다! 언젠가는 과정이 끝나야 하지 않는가? 내가 무언가 놓치고 있는지도 모른다..."
Rocky Dino Entry,"정말 흥미로운 크리처다! 현생 수각류인데 이빨이 전혀 없고 실 같은 막 여러 개에 의존한다.

이 기묘한 해부 구조 때문에 동물계에서 본 적 없는 행동을 한다. 먹이를 먹기 전에 온천에서 삶는다.

대개 사체를 몇 시간 동안 물에 담가 둔 뒤 거칠게 짓밟아 부드러운 죽으로 만들고 수프처럼 마신다.

이빨 없이 어떻게 먹잇감을 죽이냐고? 강력한 발톱과 꼬리를 이용한 순수한 완력으로 죽인다."
Stonepecker Entry,"놀라운 목 힘과 거의 부서지지 않는 부리로 바위를 곧장 뚫어 구멍을 팔 수 있어 {stone_larva_name}의 유일한 자연 포식자다.

지나치게 특화된 해부 구조는 다른 활동 대부분에 방해가 되지만 견과류 껍질을 깨는 것처럼 제한적인 다른 용도도 있다."
Diplocaulus Entry,"강과 때로는 늪 근처에 사는 {diplocaulus_name}은(는) 오래전에 멸종한 공추류를 떠올리게 한다.

지상에서 사라졌다고 여겨진 일부 종이 이 아래 심연에서 살아남아 별개의 길로 계속 진화한 것은 아닐까? 물론 전형적인 수렴 진화 사례일 수도 있다."
Stone Larva Bestiary,"바위에 터널을 파고 그 안에서 살며 포식자로부터 몸을 지키는 곤충이다.

대부분 군체를 이루어 균류와 지의류를 재배하지만 일부는 홀로 살며 다른 곤충을 사냥해 생존한다.

무리 생활에는 장점이 있지만 지나친 굴파기는 바위를 약하게 만들어 군체를 취약하게 한다. 홀로 사는 개체가 있으면 종 전체의 회복력이 높아진다."
Luminoscorpius Entry,"심연의 또 다른 기이함이다. 독침 대신 생물 발광 전구를 가진 전갈로, {luminoscorpius_name}이라는 이름을 붙였다.

맹독 침보다 미끼 기관이 어떤 장점을 가질까? 알고 보니 미끼가 매우 뜨거워 심한 화상을 입힐 수 있다!

그것도 모자라 집게는 작은 독침으로 뒤덮여 있다..."
Anemonis Entry,"대부분의 심연 크리처가 생태계에 완벽히 맞아 보이는 반면 {anemonis_name}은(는) 눈에 띄게 침입적이고 파괴적이다.

원시적인 생물이지만 극한 환경에 견디는 성질과 빠른 번식, 높은 회복력으로 어떤 수역이든 순식간에 과밀하게 만든다.

더 나쁘게는 독성 폐기물을 방출해 다른 수생 생물이 살 수 없게 한다. 바다나 대양에 절대 유입되지 않도록 조심해야 한다."
Bloatfly Entry,"제법 큰 이 곤충은 기회주의적 사냥꾼으로 거대 포식자가 쓰러뜨린 직후의 신선한 사체 주변에 자주 몰려든다.

{bloatfly_name} 군체가 포식자를 반복해서 쏘면 결국 압도되어 먹잇감을 빼앗기고 자신이 잡은 사체에서 쫓겨난다. 인정하기 싫을 만큼 여러 번 당했다..."
Ulupara Entry,"선명한 붉은 볏과 망토 같은 피부 덮개, 어설픈 행동 때문에 이 설치류는 우스울 만큼 엉뚱하게 생겼다.

기묘한 외형과 별개로 서식지의 극도로 질긴 거대 회색 버섯을 갉아먹는 유일한 동물이다.

하지만 예상과 달리 직접 먹으려는 행동이 아니다. 버섯을 잘게 갈아 좋아하는 식물의 훌륭한 비료로 사용한다!"
Centipede Entry,"이 야수가 쏘면 희생자가 아주 특정한 냄새를 대량으로 내뿜게 하는 특수 독소를 주입한다.

냄새의 특별한 점이 무엇이냐고? 반경 1마일 안의 모든 {centipede_name}을(를) 유인할 뿐 아니라 완전한 살육 광란에 빠뜨린다.

당신이나 동물이 물렸다면 가장 가까운 {centipede_name}들이 냄새를 맡기까지 약 5분이 남는다. 물론 동굴을 빠져나가기에는 거의 언제나 부족한 시간이다..."
Bulb Crocodile Entry,"놀랍게도 이 양서류는 다름 아닌 바이러스와 공생한다. 등에 난 분홍색 전구는 실제로 다른 많은 크리처에게 치명적인 선페스트 감염의 발현이다.

전구는 {bulb_crocodile_name}의 보조 호흡 기관으로 물속에 더 오래 머물게 하고 바이러스를 퍼뜨리는 매개체이기도 하다.

안타깝게도 이 병으로 내 크리처 몇 마리를 잃었다..."
Porpid Entry,"겉으로는 왜가리나 황새와 닮았지만 실제로는 이족 보행 고래류다. 고무 같은 피부와 딸깍임, 지저귐으로 이루어진 독특한 '노래'에서 알 수 있다.

완전히 눈이 멀었으며 반향정위와 발의 진동 감지 털을 함께 사용해 지상과 지하의 먹잇감을 매우 정확히 찾아낸다. 그 뒤 속이 비고 나선형인 법랑질 엄니로 희생자의 내장을 빨아먹는다. 상당히 끔찍하다..."
Blessed Grimjaw Entry,"여왕에게 특별한 지시를 받은 {grimjaw_name}이다. 적어도 평소와 너무도 다른 행동을 보면 그렇게 추측할 수밖에 없다.

덜 충동적이고 훨씬 집중되어 있으며, 이상하게도 더... 두려워한다? 목격한 무언가가 양심을 짓누르는 듯하다. 자유 의지가 남아 있기는 한 걸까?

무엇도 {grimjaw_name}의 얼굴에서 웃음을 지우지는 못할 줄 알았는데... 결국 그런 일이 일어났다. 여왕이 무슨 말을 했든, 무엇을 보여 줬든 유쾌한 것은 아니었던 모양이다..."
Alpha Grimjaw Entry,"{grimjaw_name}의 우세 변이형으로, 무리를 이끌고 무자비한 사냥에 나서 앞을 가로막는 모든 것을 학살한다.

그들이 저지르는 참상은 차마 글로 남기고 싶지 않다. 하지만 가장 끔찍한 것은 그 웃음소리다... 자신들이 무슨 짓을 하는지 알고 있다는 느낌을 준다. 필요량보다 훨씬 많은 고기까지 가져오니... 그저 <i>즐거워서</i> 죽이는 걸까?

심연에서 손꼽히게 흉포한 포식자 무리를 지배하려면 두려움을 불러일으킬 수밖에 없을 것이다. 어쩌면... {grimjaw_name}들이 통제되지 않은 채 날뛰는 것보다는 나은 일인지도 모른다..."
Grimjaw Hive-Queen Entry,"역시 {grimjaw_name}들은 믿을 수 없는 존재였다! 이들은 거대한 군체의 일원이며, 높이 15미터에 이르는 이 뱀이 그들의 시조이자 여왕이다. 연구할 시간이 부족해 자세히 알아내지는 못했지만, 여왕은 흥미로운 방식으로 신하들과 ‘연결’되어 있으며 그들이 따르는 유일하고 진정한 주인인 듯하다...

여왕은 수컷 일꾼들에게 굴을 파고 자신이 먹을 사체를 가져오라고 명령한다. 충분한 먹이를 바치지 못한 무리는 모두가 보는 앞에서 폭 약 45미터의 중앙 구덩이에 던져진다. 구덩이 안에서는 늘 들리던 웃음이 날카로운 비명으로 바뀐다. 그들 자신조차 견디지 못하는 소리인 듯하다..."
Blessed Alpha Grimjaw Entry,"군체 여왕과 직접 교감한 {alpha_grimjaw_name}은(는) 한층 더 강해지고, 무리를 떠나 여왕을 가까이에서 섬긴다.

하지만 변화는 그것만이 아니다. {alpha_grimjaw_name}은(는) 닥치는 대로 죽이지만 축복받은 개체는 그렇지 않다. 훨씬 체계적으로 행동하며, 어떤 면에서는 그 때문에 더욱 치명적이다. 대체 무엇이 이토록 극단적인 행동 변화를 일으킨 걸까? 왜 저렇게 두려움에 질려 있는 걸까? 전보다 훨씬 불안한 모습이다!

여왕과의 유대를 더 자세히 연구하고 싶지만, 분명 목숨을 대가로 치르게 될 것이다..."
Neuromefos Society Greatshell Entry,"믿을 수가 없다! 지구의 문명은 우리뿐만이 아니었다!!

커다란 {greatshell_name}의 등에 올라탄 {neuromefos_name} 무리를 발견했다. 마구를 이용해 크리처를 조종하는 듯했다! 이들도 크리처를 길들일 수 있다!

내가 {neuromefos_society_name}이라 부르기로 한 이 집단은 심연의 다른 크리처를 활용하며 살아가는 유목 부족이다. 고유한 언어까지 있지만 안타깝게도 침입자에게 적대적이다. 아무리 해도 진정시키지 못했다... 다음에는 좀 더 나은 상황에서 다시 만날 수 있기를 바란다."
Neuromefos Society Shadow Moth Entry,"직접 보지 않았다면 운석에 얻어맞았다고 생각했을 것이다! 정말 터무니없는 광경이다! {neuromefos_name} 하나가 어떻게든 {shadow_moth_name}을(를) 길들여 침입자에게 급강하 공격을 하도록 훈련했다!

야생의 {shadow_moth_name}은(는) 영역 의식이 없으며, 이 개체와 달리 대개 먹이를 구하거나 자신을 지킬 때만 사냥한다...

그나마 다행인 점은 이 비행 괴수가 고속 공격을 오래 이어 갈 수 있는 몸은 아니라는 것이다. 여러 번 급강하하고 나면 결국 지쳐 버리므로 잠시 달아날 틈이 생긴다."
Neuromefos Society Coocoo Entry,"{coocoo_name}을(를) 길들인 이 {neuromefos_name}은(는) 서식지의 뒤엉킨 나뭇가지 사이를 손쉽게 오간다.

덕분에 {coocoo_charmer_name}은(는) 전통 약을 만드는 데 필요한 약초와 식물, 그 밖의 희귀한 재료를 모을 수 있다.

행동을 더 가까이에서 관찰하고 싶었지만... 밤중에 들키고 말았다. {neuromefos_name}이(가) 발견한 것인지, {coocoo_name}이(가) 발견한 것인지, 아니면 둘 다였는지는 모르겠다..."
Imprisoned One Entry,"세상에! 움직일 수 있는 범위가 제한되어 있지 않았다면 이 8미터짜리 포유류에게 깔려 죽었을 것이다.

이 종은 지금껏 단 한 개체만 발견했다. 정말 그토록 희귀한 걸까, 아니면 붙잡아 둔 식물 때문에 이런 괴물 같은 모습으로 변이한 걸까? 피를 끊임없이 빼앗기면서 어떻게 이토록 오래 살아남았을까?

어쨌든 난폭한 난초들은 없애야 한다. 하지만 저 야수를 식물의 사슬에서 풀어 준다고 생각하니 두려움이 앞선다..."
Vampire Orchid Entry,"이 식물을 처음 보자 지상에 사는 박쥐꽃이 곧바로 떠올랐다...

하지만 이쪽은 훨씬 크고 추운 기후에 적응했으며, 무엇보다도 기생종인 듯하다. 거대한 덩굴로 희생자를 조인 뒤 덩굴 표면의 무수히 많은 작은 바늘로 피를 직접 빨아먹는다.

평범한 식충식물과 달리 {vampire_orchid_name}은(는) 자기 몸집의 몇 배나 되는 크리처까지 먹이로 삼을 수 있다..."
Neuromefos Masked Howler Entry,"이 {neuromefos_name}은(는) 무자비한 {masked_howler_name}을(를) 타고 다니며, 압도적인 힘과 지능이 결합된 위험한 한 쌍을 이룬다. 이들의 임무는 군체에 먹이를 공급하는 것 같다.

탈것은 기수의 명령에 한 치의 어긋남도 없이 따랐다. {masked_howler_name}답지 않은 행동이다. 내가 길들인 개체들은 늘 분노를 터뜨리고 명령을 거역하곤 했으며, 다쳤을 때는 특히 심했다.

설마 나보다 더 뛰어난 조련사일 리는 없다. 내가 놓친 무언가가 분명히 있을 것이다..."
Surgeon Entry,"온전한 지성을 지닌 사람에 관한 항목을 쓰려니 기묘하지만, 결국 이렇게 기록을 남긴다.

이 남자는 목표를 위해 모든 것을 희생했다. 자신의 인간성마저도. 크리처를 대상으로 벌인 실험은 차마 입에 담기 어렵다. 심지어 자기 몸에 변이 유발 물질을 주입해, 맨손으로 이곳의 동물들과 싸울 수 있을 정도로 육체를 뒤틀어 놓았다...

천재라는 사실만은 부정할 수 없기에 과학적 발견을 서로 나누고 싶었다... 하지만 외과의를 자처하는 이 남자는 이미 너무 멀리 가 버렸다."
Aberrant Hound Entry,"주인에게 매우 충성스럽기는 하지만 이... ‘크리처’를 경멸하지 않고 바라보기는 어렵다.

이 존재는 오직 살육만을 위해 설계되었다. 외과의가 들려준 여러 사실 중에서도 {aberrant_hound_name}은(는) 공포와 고통, 허기와 갈증을 전혀 느끼지 못한다는 점이 인상적이었다. 싸울 때는 무시무시한 장점이지만, 그런 감각의 부재가 약점이 될 수도 있다...

과학을 발전시키고 싶은 마음은 이해하지만, 이건 너무 멀리 간 일이 아닐까. 그렇다고 내가 누구를 심판할 처지는 아니지만..."
Phytopod Entry,"처음에는 심연에서 흔히 볼 수 있는 또 하나의 기묘한 식물이라고 생각했다. 하지만 그 이상의 존재였다.

{phytopod_name}은(는) 외과의의 최신 창조물을 품고 기르도록 인위적으로 설계된 식물이다...

일종의 인공 태반 역할을 하며, 태어나기 전의 크리처에게 필요한 모든 영양분을 공급하는 것으로 추측된다. 아... 이걸 만든 남자는 천재다. 이런 곳에서 썩어 갈 것이 아니라 지상의 사람들과 지식을 나눠야 한다..."
Aberration Omega Entry,"바로 이것이다. 현대 생물학의 정점. 이 바보는 주변 환경에 끊임없이 적응하는 인공 크리처를 만들어 냈다!

믿을 수가 없다... 내 크리처들이 무엇을 하든 더 정교하게 따라 한다. 이 멍청한 외과의가 생각하지 못한 점은 완전히 통제 불능인 데다 시시각각 강해지고 있다는 사실이다!

인정하기 괴롭지만 {aberration_omega_name}을(를) 제대로 연구할 방법은 없다... 너무 늦기 전에 막아야 한다!"
Carchalisk Entry,"{vespalisk_name}이(가) 겁에 질린 채 다친 {carchanon_name}에게 달려드는 모습을 봤다. 갑자기 짙은 안개가 모든 것을 삼켰고, 정신을 차리자 이 존재가 바로 눈앞에 서 있었다.

믿기 힘든 일이지만 두 크리처가 순식간에 하나로 융합했다. 내가 무언가를 건드린 걸까? 아니면 의도적으로 한 일일까? 아무도 믿지 않을 것이다... 어쨌든 살아남기는 했지만 놈을 끝장냈는지는 확신할 수 없다... 확인하러 돌아가는 위험까지 감수할 수는 없다. 그 힘은 정말 비할 데가 없다."
Vespalisk Entry,"보기 드문 거대 곤충이다. {carchanon_name}과(와) 치열한 영역 다툼을 벌이는 모습을 발견했다. 상대의 덩치가 더 크지만 {vespalisk_name}에게는 민첩성과 채찍처럼 휘두르는 맹독성 침이 있다.

두 종은 오랜 세대에 걸쳐 오직 서로에게 맞서기 위해 함께 진화해 온 듯하다. 그래서인지 싸우는 모습은 넋을 잃고 바라보게 될 만큼 인상적이다.

공교롭게도 둘은 내 존재를 알아차리자 곧바로 나를 향해 돌아섰다... 그 순간 피가 얼어붙는 듯했다."
Carchanon Entry,"이 파충류는 만만치 않은 전사이며, 생김새부터 그 사실을 분명히 보여 준다. 눈이 없다고 얕봐서는 안 된다. 아무리 날카로운 눈도 따라갈 수 없을 만큼 뛰어난 반사 신경과 공간 감각을 지녔다. 드문 버섯들이 감각 신호를 신경계로 직접 전달하며 도움을 주는 것이 아닐까 추측한다.

이 버섯을 다른 곳에서 본 것은 {cognivil_name}의 머리뿐이었다. 버섯이 자라기에 적합한 무언가가 이 크리처의 조직에 있는 것이 분명하다. 버섯 줄기가 피부와 한데 합쳐진 듯한 모습을 보라... 몹시 기묘하다."
Masquerade Spider Entry,"로봇처럼 움직이는 기묘한 크리처를 보았다면 살아 있는 생물이 아니라 인형일 수도 있다.

놀라울 만큼 영리한 이 거미류는 실과 버려진 뼈, 껍데기, 먹고 남은 찌꺼기로 인형을 만들어 먹잇감을 유인한다. {crystalon_name} 같은 크리처는 쉽게 속아 넘어가고, 그 틈에 {masquerade_spider_name}이(가) 맹독성 이빨을 박아 넣는다!

인형을 쓰지 않을 때는 등에 조심스럽게 짊어지고 다닌다."
